shipping_key,shipping_type,delivery_days,order_status
36741,Standard,23,delivered
36742,Standard,25,delivered
36743,Standard,32,delivered
36744,Standard,23,delivered
36745,Standard,13,delivered
36746,Standard,30,delivered
36747,Standard,13,delivered
36748,Standard,7,delivered
36749,Standard,26,delivered
36750,Standard,19,delivered
36751,Standard,30,delivered
36752,Standard,29,shipped
36753,Standard,31,delivered
36754,Standard,39,delivered
36755,Standard,30,delivered
36756,Standard,32,delivered
36757,Standard,35,delivered
36758,Standard,10,delivered
36759,Standard,11,delivered
36760,Standard,29,delivered
36761,Standard,15,delivered
36762,Standard,20,delivered
36763,Standard,8,canceled
36764,Standard,9,shipped
36765,Standard,21,delivered
36766,Standard,19,delivered
36767,Standard,20,delivered
36768,Standard,35,delivered
36769,Express,44,delivered
36770,Express,18,delivered
36771,Standard,38,delivered
36772,Standard,25,unavailable
36773,Standard,36,delivered
36774,Standard,24,delivered
36775,Standard,27,delivered
36776,Standard,17,delivered
36777,Standard,31,delivered
36778,Standard,16,delivered
36779,Standard,22,delivered
36780,Standard,32,delivered
36781,Standard,7,delivered
36782,Standard,16,delivered
36783,Standard,26,delivered
36784,Standard,37,delivered
36785,Express,22,delivered
36786,Standard,37,delivered
36787,Standard,21,delivered
36788,Standard,20,delivered
36789,Standard,28,delivered
36790,Standard,19,delivered
36791,Standard,10,delivered
36792,Standard,26,delivered
36793,Standard,36,delivered
36794,Standard,19,delivered
36795,Standard,36,delivered
36796,Standard,52,delivered
36797,Standard,14,delivered
36798,Standard,9,delivered
36799,Standard,35,delivered
36800,Standard,11,delivered
36801,Standard,21,delivered
36802,Standard,31,delivered
36803,Standard,15,delivered
36804,Standard,13,delivered
36805,Standard,21,delivered
36806,Standard,26,delivered
36807,Standard,13,delivered
36808,Standard,28,delivered
36809,Standard,25,delivered
36810,Standard,18,delivered
36811,Standard,23,delivered
36812,Standard,28,delivered
36813,Standard,5,delivered
36814,Standard,25,delivered
36815,Standard,31,delivered
36816,Standard,26,delivered
36817,Standard,23,delivered
36818,Standard,28,delivered
36819,Standard,52,delivered
36820,Standard,25,delivered
36821,Standard,23,delivered
36822,Standard,23,delivered
36823,Standard,19,delivered
36824,Standard,28,delivered
36825,Standard,20,delivered
36826,Standard,20,delivered
36827,Standard,15,delivered
36828,Standard,33,delivered
36829,Standard,12,delivered
36830,Standard,15,delivered
36831,Standard,24,delivered
36832,Standard,21,delivered
36833,Standard,24,delivered
36834,Standard,33,delivered
36835,Standard,19,delivered
36836,Standard,27,delivered
36837,Standard,22,delivered
36838,Standard,18,delivered
36839,Standard,31,delivered
36840,Standard,45,delivered
36841,Standard,23,delivered
36842,Standard,31,delivered
36843,Standard,13,delivered
36844,Standard,24,delivered
36845,Standard,26,delivered
36846,Standard,18,delivered
36847,Standard,30,delivered
36848,Standard,23,delivered
36849,Standard,24,delivered
36850,Standard,28,delivered
36851,Standard,29,delivered
36852,Standard,19,delivered
36853,Express,11,delivered
36854,Standard,17,delivered
36855,Standard,23,delivered
36856,Standard,21,delivered
36857,Standard,22,delivered
36858,Standard,28,delivered
36859,Standard,24,delivered
36860,Standard,18,delivered
36861,Standard,28,delivered
36862,Standard,19,delivered
36863,Express,26,delivered
36864,Express,31,delivered
36865,Express,29,delivered
36866,Express,11,delivered
36867,Standard,47,delivered
36868,Standard,22,delivered
36869,Standard,35,delivered
36870,Standard,11,delivered
36871,Standard,37,delivered
36872,Standard,19,delivered
36873,Standard,18,delivered
36874,Standard,33,shipped
36875,Standard,16,delivered
36876,Standard,9,delivered
36877,Standard,20,delivered
36878,Standard,51,delivered
36879,Express,12,delivered
36880,Standard,33,delivered
36881,Standard,21,delivered
36882,Standard,36,delivered
36883,Standard,24,delivered
36884,Standard,27,delivered
36885,Standard,19,canceled
36886,Standard,30,delivered
36887,Express,38,delivered
36888,Express,18,delivered
36889,Express,25,delivered
36890,Express,17,delivered
36891,Express,37,delivered
36892,Standard,23,delivered
36893,Standard,19,delivered
36894,Standard,19,delivered
36895,Standard,17,delivered
36896,Standard,18,delivered
36897,Standard,21,delivered
36898,Standard,28,delivered
36899,Standard,55,delivered
36900,Standard,11,delivered
36901,Standard,20,delivered
36902,Standard,22,delivered
36903,Standard,31,delivered
36904,Standard,34,delivered
36905,Standard,36,delivered
36906,Standard,35,delivered
36907,Standard,15,delivered
36908,Standard,19,delivered
36909,Standard,21,delivered
36910,Standard,17,delivered
36911,Standard,20,delivered
36912,Standard,23,delivered
36913,Standard,23,delivered
36914,Standard,16,delivered
36915,Standard,22,delivered
36916,Standard,21,delivered
36917,Standard,23,delivered
36918,Standard,31,delivered
36919,Standard,43,delivered
36920,Standard,27,delivered
36921,Standard,21,delivered
36922,Standard,25,delivered
36923,Standard,18,delivered
36924,Standard,21,delivered
36925,Standard,20,delivered
36926,Standard,19,delivered
36927,Standard,20,delivered
36928,Standard,24,shipped
36929,Standard,32,delivered
36930,Standard,23,delivered
36931,Standard,26,delivered
36932,Standard,37,delivered
36933,Standard,15,delivered
36934,Standard,21,delivered
36935,Standard,25,delivered
36936,Express,26,delivered
36937,Express,29,delivered
36938,Standard,28,delivered
36939,Standard,9,delivered
36940,Express,20,delivered
36941,Standard,24,delivered
36942,Standard,23,delivered
36943,Standard,11,delivered
36944,Standard,11,delivered
36945,Standard,24,delivered
36946,Standard,22,delivered
36947,Standard,25,delivered
36948,Standard,24,delivered
36949,Standard,25,delivered
36950,Standard,22,delivered
36951,Express,22,delivered
36952,Standard,26,delivered
36953,Standard,39,delivered
36954,Standard,27,delivered
36955,Standard,15,delivered
36956,Standard,17,delivered
36957,Standard,36,delivered
36958,Express,19,delivered
36959,Standard,15,delivered
36960,Standard,36,delivered
36961,Standard,10,delivered
36962,Standard,25,delivered
36963,Standard,26,delivered
36964,Standard,52,delivered
36965,Standard,30,delivered
36966,Standard,48,delivered
36967,Standard,23,delivered
36968,Standard,9,delivered
36969,Standard,17,delivered
36970,Standard,19,delivered
36971,Standard,12,delivered
36972,Standard,17,delivered
36973,Standard,16,delivered
36974,Standard,21,delivered
36975,Standard,24,delivered
36976,Standard,25,delivered
36977,Standard,22,delivered
36978,Standard,50,delivered
36979,Standard,19,delivered
36980,Standard,22,delivered
36981,Standard,19,delivered
36982,Standard,18,delivered
36983,Standard,24,invoiced
36984,Standard,21,delivered
36985,Standard,18,delivered
36986,Standard,14,delivered
36987,Standard,28,delivered
36988,Standard,23,delivered
36989,Standard,21,delivered
36990,Standard,33,delivered
36991,Standard,15,delivered
36992,Standard,30,delivered
36993,Standard,50,delivered
36994,Standard,32,delivered
36995,Standard,19,delivered
36996,Standard,38,delivered
36997,Standard,20,delivered
36998,Standard,35,delivered
36999,Standard,26,delivered
37000,Standard,28,delivered
37001,Standard,11,delivered
37002,Standard,12,delivered
37003,Standard,25,delivered
37004,Standard,28,canceled
37005,Standard,27,delivered
37006,Standard,29,delivered
37007,Standard,42,delivered
37008,Standard,20,delivered
37009,Standard,38,delivered
37010,Standard,22,shipped
37011,Standard,27,delivered
37012,Standard,30,delivered
37013,Standard,13,delivered
37014,Standard,23,delivered
37015,Standard,21,delivered
37016,Standard,15,delivered
37017,Standard,42,delivered
37018,Standard,32,delivered
37019,Standard,30,delivered
37020,Standard,15,delivered
37021,Standard,15,delivered
37022,Standard,32,delivered
37023,Standard,21,delivered
37024,Standard,25,delivered
37025,Standard,29,delivered
37026,Standard,32,delivered
37027,Standard,15,delivered
37028,Standard,18,delivered
37029,Standard,31,delivered
37030,Standard,21,delivered
37031,Standard,24,delivered
37032,Standard,32,delivered
37033,Standard,18,delivered
37034,Standard,50,delivered
37035,Standard,23,delivered
37036,Standard,32,canceled
37037,Standard,25,delivered
37038,Standard,28,delivered
37039,Standard,25,delivered
37040,Standard,19,delivered
37041,Standard,17,delivered
37042,Standard,24,delivered
37043,Standard,24,delivered
37044,Standard,13,delivered
37045,Standard,23,delivered
37046,Standard,39,delivered
37047,Standard,45,delivered
37048,Standard,21,shipped
37049,Standard,25,delivered
37050,Standard,28,delivered
37051,Standard,29,delivered
37052,Standard,29,delivered
37053,Standard,23,delivered
37054,Standard,29,delivered
37055,Standard,20,delivered
37056,Standard,23,delivered
37057,Standard,33,delivered
37058,Standard,21,delivered
37059,Standard,13,unavailable
37060,Standard,28,delivered
37061,Standard,38,delivered
37062,Standard,14,delivered
37063,Standard,23,delivered
37064,Standard,24,delivered
37065,Standard,17,delivered
37066,Standard,30,delivered
37067,Standard,25,delivered
37068,Standard,28,delivered
37069,Standard,29,delivered
37070,Standard,15,delivered
37071,Standard,21,delivered
37072,Standard,28,delivered
37073,Standard,32,delivered
37074,Standard,27,delivered
37075,Standard,29,delivered
37076,Standard,32,delivered
37077,Standard,13,delivered
37078,Standard,17,delivered
37079,Standard,29,delivered
37080,Standard,19,delivered
37081,Standard,5,delivered
37082,Standard,36,delivered
37083,Standard,23,delivered
37084,Standard,35,delivered
37085,Standard,8,delivered
37086,Standard,27,delivered
37087,Express,32,delivered
37088,Standard,25,delivered
37089,Express,30,delivered
37090,Standard,15,delivered
37091,Express,21,delivered
37092,Express,28,delivered
37093,Standard,15,delivered
37094,Standard,36,delivered
37095,Standard,12,delivered
37096,Standard,14,delivered
37097,Standard,27,delivered
37098,Standard,37,delivered
37099,Standard,16,delivered
37100,Standard,19,delivered
37101,Standard,18,delivered
37102,Standard,16,delivered
37103,Standard,17,delivered
37104,Standard,9,delivered
37105,Standard,19,delivered
37106,Standard,25,delivered
37107,Standard,22,delivered
37108,Standard,22,delivered
37109,Express,19,delivered
37110,Standard,7,delivered
37111,Standard,18,delivered
37112,Standard,18,delivered
37113,Standard,12,delivered
37114,Standard,24,delivered
37115,Standard,13,delivered
37116,Standard,24,delivered
37117,Standard,21,delivered
37118,Standard,2,delivered
37119,Standard,25,delivered
37120,Standard,14,delivered
37121,Standard,20,delivered
37122,Standard,19,delivered
37123,Standard,16,delivered
37124,Standard,28,delivered
37125,Standard,19,delivered
37126,Standard,27,delivered
37127,Standard,22,delivered
37128,Standard,21,delivered
37129,Standard,26,delivered
37130,Standard,15,delivered
37131,Standard,22,delivered
37132,Standard,21,delivered
37133,Standard,20,delivered
37134,Standard,27,delivered
37135,Standard,22,delivered
37136,Standard,22,delivered
37137,Standard,25,delivered
37138,Standard,26,delivered
37139,Standard,27,delivered
37140,Standard,15,delivered
37141,Standard,23,delivered
37142,Standard,10,delivered
37143,Standard,24,delivered
37144,Standard,26,delivered
37145,Standard,31,delivered
37146,Standard,8,delivered
37147,Standard,20,delivered
37148,Standard,21,delivered
37149,Standard,25,delivered
37150,Standard,16,delivered
37151,Standard,32,delivered
37152,Standard,17,delivered
37153,Standard,15,delivered
37154,Standard,12,delivered
37155,Standard,17,delivered
37156,Standard,19,delivered
37157,Standard,30,delivered
37158,Standard,10,delivered
37159,Standard,20,delivered
37160,Standard,35,delivered
37161,Standard,21,delivered
37162,Standard,19,delivered
37163,Standard,22,delivered
37164,Standard,21,delivered
37165,Standard,25,delivered
37166,Standard,12,delivered
37167,Standard,22,delivered
37168,Standard,22,delivered
37169,Standard,13,delivered
37170,Standard,22,delivered
37171,Standard,22,delivered
37172,Standard,22,delivered
37173,Standard,22,delivered
37174,Standard,20,delivered
37175,Standard,11,delivered
37176,Standard,33,delivered
37177,Standard,27,delivered
37178,Standard,33,delivered
37179,Standard,27,delivered
37180,Standard,14,delivered
37181,Standard,27,delivered
37182,Standard,21,delivered
37183,Standard,42,delivered
37184,Standard,26,delivered
37185,Standard,18,delivered
37186,Standard,27,delivered
37187,Standard,52,delivered
37188,Standard,19,delivered
37189,Standard,27,delivered
37190,Standard,13,delivered
37191,Standard,34,unavailable
37192,Standard,32,delivered
37193,Standard,4,delivered
37194,Standard,25,delivered
37195,Standard,22,delivered
37196,Standard,30,delivered
37197,Standard,20,delivered
37198,Standard,26,delivered
37199,Standard,9,delivered
37200,Standard,13,delivered
37201,Standard,32,delivered
37202,Standard,22,delivered
37203,Standard,19,delivered
37204,Standard,2,delivered
37205,Standard,21,delivered
37206,Standard,18,delivered
37207,Standard,19,delivered
37208,Standard,20,delivered
37209,Standard,26,delivered
37210,Express,23,delivered
37211,Standard,22,delivered
37212,Standard,33,delivered
37213,Standard,26,delivered
37214,Standard,36,delivered
37215,Standard,26,delivered
37216,Standard,16,delivered
37217,Standard,53,delivered
37218,Standard,25,delivered
37219,Standard,27,delivered
37220,Standard,30,delivered
37221,Standard,25,delivered
37222,Standard,28,delivered
37223,Standard,26,delivered
37224,Standard,30,delivered
37225,Standard,101,delivered
37226,Standard,20,delivered
37227,Standard,35,delivered
37228,Standard,22,delivered
37229,Standard,25,delivered
37230,Standard,28,delivered
37231,Standard,23,delivered
37232,Standard,37,delivered
37233,Standard,20,delivered
37234,Standard,21,delivered
37235,Standard,20,delivered
37236,Standard,27,delivered
37237,Standard,21,delivered
37238,Standard,16,delivered
37239,Standard,32,delivered
37240,Standard,19,delivered
37241,Standard,20,delivered
37242,Standard,23,delivered
37243,Standard,20,delivered
37244,Standard,17,delivered
37245,Standard,19,delivered
37246,Standard,27,delivered
37247,Standard,24,delivered
37248,Standard,18,delivered
37249,Standard,34,delivered
37250,Standard,22,delivered
37251,Standard,21,delivered
37252,Standard,14,delivered
37253,Standard,30,delivered
37254,Standard,30,delivered
37255,Standard,40,delivered
37256,Standard,37,delivered
37257,Standard,13,delivered
37258,Standard,12,delivered
37259,Standard,24,delivered
37260,Standard,31,delivered
37261,Standard,24,delivered
37262,Standard,9,delivered
37263,Standard,16,delivered
37264,Standard,21,delivered
37265,Standard,23,delivered
37266,Standard,25,delivered
37267,Standard,7,delivered
37268,Standard,25,delivered
37269,Standard,25,delivered
37270,Standard,26,delivered
37271,Standard,24,delivered
37272,Standard,27,delivered
37273,Standard,24,delivered
37274,Standard,34,delivered
37275,Standard,23,delivered
37276,Standard,22,delivered
37277,Standard,23,delivered
37278,Standard,29,delivered
37279,Standard,22,delivered
37280,Standard,11,delivered
37281,Standard,23,delivered
37282,Standard,22,delivered
37283,Standard,19,delivered
37284,Standard,27,delivered
37285,Standard,50,delivered
37286,Standard,14,delivered
37287,Standard,10,delivered
37288,Standard,33,delivered
37289,Standard,12,delivered
37290,Standard,12,delivered
37291,Standard,27,delivered
37292,Standard,20,delivered
37293,Standard,9,delivered
37294,Standard,5,delivered
37295,Standard,12,delivered
37296,Standard,8,delivered
37297,Standard,19,delivered
37298,Standard,21,delivered
37299,Standard,17,delivered
37300,Standard,25,delivered
37301,Standard,19,delivered
37302,Standard,28,delivered
37303,Standard,30,delivered
37304,Standard,25,delivered
37305,Standard,17,delivered
37306,Standard,29,delivered
37307,Standard,19,delivered
37308,Standard,10,delivered
37309,Standard,2,delivered
37310,Standard,24,delivered
37311,Standard,28,delivered
37312,Standard,20,delivered
37313,Standard,22,delivered
37314,Standard,33,delivered
37315,Standard,20,delivered
37316,Standard,18,delivered
37317,Standard,32,delivered
37318,Standard,7,delivered
37319,Standard,23,delivered
37320,Standard,12,delivered
37321,Standard,24,shipped
37322,Standard,15,delivered
37323,Standard,28,delivered
37324,Standard,14,delivered
37325,Standard,19,delivered
37326,Standard,18,delivered
37327,Standard,25,delivered
37328,Standard,29,delivered
37329,Standard,46,delivered
37330,Standard,38,delivered
37331,Standard,26,delivered
37332,Standard,19,delivered
37333,Standard,31,delivered
37334,Standard,12,delivered
37335,Standard,15,delivered
37336,Standard,29,delivered
37337,Standard,16,delivered
37338,Standard,29,delivered
37339,Standard,32,delivered
37340,Standard,20,delivered
37341,Standard,4,delivered
37342,Standard,29,delivered
37343,Standard,28,delivered
37344,Standard,30,delivered
37345,Standard,26,delivered
37346,Standard,22,delivered
37347,Standard,32,delivered
37348,Standard,32,delivered
37349,Standard,30,delivered
37350,Standard,17,delivered
37351,Standard,16,delivered
37352,Standard,25,delivered
37353,Standard,28,delivered
37354,Standard,33,delivered
37355,Standard,23,delivered
37356,Standard,12,delivered
37357,Express,24,delivered
37358,Standard,15,delivered
37359,Standard,27,delivered
37360,Standard,31,delivered
37361,Standard,21,delivered
37362,Standard,26,delivered
37363,Standard,19,delivered
37364,Standard,25,delivered
37365,Standard,14,delivered
37366,Standard,32,delivered
37367,Standard,22,delivered
37368,Standard,18,delivered
37369,Standard,4,delivered
37370,Standard,12,delivered
37371,Standard,28,delivered
37372,Standard,17,delivered
37373,Standard,22,delivered
37374,Standard,14,delivered
37375,Standard,27,delivered
37376,Standard,10,delivered
37377,Express,35,delivered
37378,Standard,26,delivered
37379,Standard,30,delivered
37380,Standard,27,delivered
37381,Express,12,delivered
37382,Express,24,delivered
37383,Standard,19,delivered
37384,Standard,21,delivered
37385,Standard,18,delivered
37386,Standard,21,delivered
37387,Standard,39,delivered
37388,Standard,18,delivered
37389,Standard,36,delivered
37390,Standard,21,delivered
37391,Standard,13,shipped
37392,Standard,12,delivered
37393,Standard,13,delivered
37394,Standard,10,delivered
37395,Standard,33,delivered
37396,Standard,38,delivered
37397,Standard,32,delivered
37398,Standard,11,delivered
37399,Standard,58,delivered
37400,Standard,23,delivered
37401,Standard,9,delivered
37402,Standard,28,delivered
37403,Standard,26,delivered
37404,Standard,25,delivered
37405,Standard,36,delivered
37406,Standard,24,delivered
37407,Standard,21,delivered
37408,Standard,34,delivered
37409,Standard,29,delivered
37410,Standard,25,delivered
37411,Standard,35,delivered
37412,Standard,31,delivered
37413,Standard,25,delivered
37414,Standard,27,delivered
37415,Standard,22,delivered
37416,Standard,21,delivered
37417,Standard,35,delivered
37418,Standard,7,delivered
37419,Standard,16,delivered
37420,Standard,29,delivered
37421,Standard,22,delivered
37422,Express,15,delivered
37423,Standard,16,delivered
37424,Standard,27,delivered
37425,Standard,10,delivered
37426,Standard,20,delivered
37427,Standard,22,delivered
37428,Standard,27,delivered
37429,Standard,23,delivered
37430,Standard,25,delivered
37431,Standard,8,delivered
37432,Standard,12,delivered
37433,Standard,26,delivered
37434,Standard,31,delivered
37435,Standard,32,processing
37436,Standard,30,delivered
37437,Standard,5,delivered
37438,Standard,18,delivered
37439,Standard,18,delivered
37440,Standard,15,delivered
37441,Standard,31,delivered
37442,Standard,27,delivered
37443,Standard,26,unavailable
37444,Standard,12,delivered
37445,Standard,26,delivered
37446,Standard,12,delivered
37447,Standard,16,delivered
37448,Standard,5,delivered
37449,Standard,32,delivered
37450,Standard,21,delivered
37451,Standard,15,delivered
37452,Standard,23,delivered
37453,Standard,29,delivered
37454,Standard,20,delivered
37455,Standard,24,delivered
37456,Standard,26,delivered
37457,Standard,23,delivered
37458,Standard,26,delivered
37459,Standard,35,delivered
37460,Express,26,unavailable
37461,Standard,30,delivered
37462,Standard,16,delivered
37463,Standard,29,delivered
37464,Standard,23,delivered
37465,Standard,21,delivered
37466,Standard,32,delivered
37467,Standard,16,delivered
37468,Standard,26,delivered
37469,Standard,28,delivered
37470,Standard,34,delivered
37471,Standard,27,delivered
37472,Standard,37,delivered
37473,Standard,20,delivered
37474,Standard,26,delivered
37475,Standard,27,delivered
37476,Standard,39,delivered
37477,Standard,26,delivered
37478,Standard,9,delivered
37479,Standard,27,delivered
37480,Standard,20,delivered
37481,Standard,18,delivered
37482,Standard,17,delivered
37483,Standard,19,delivered
37484,Standard,9,delivered
37485,Standard,38,delivered
37486,Standard,30,delivered
37487,Standard,15,delivered
37488,Standard,26,delivered
37489,Standard,23,unavailable
37490,Standard,13,delivered
37491,Standard,23,delivered
37492,Standard,89,delivered
37493,Standard,28,delivered
37494,Standard,10,delivered
37495,Standard,20,delivered
37496,Standard,13,shipped
37497,Standard,23,delivered
37498,Standard,18,delivered
37499,Standard,27,delivered
37500,Standard,24,delivered
37501,Standard,12,delivered
37502,Standard,10,delivered
37503,Standard,8,delivered
37504,Standard,28,delivered
37505,Standard,20,delivered
37506,Standard,30,delivered
37507,Standard,19,delivered
37508,Standard,25,delivered
37509,Standard,26,delivered
37510,Standard,13,delivered
37511,Standard,13,delivered
37512,Standard,38,delivered
37513,Standard,27,delivered
37514,Standard,61,delivered
37515,Standard,16,delivered
37516,Standard,26,delivered
37517,Standard,32,delivered
37518,Standard,18,delivered
37519,Standard,25,delivered
37520,Standard,21,delivered
37521,Standard,19,delivered
37522,Standard,10,delivered
37523,Standard,30,delivered
37524,Standard,30,delivered
37525,Standard,27,delivered
37526,Standard,16,delivered
37527,Standard,32,delivered
37528,Standard,26,delivered
37529,Standard,26,delivered
37530,Express,23,delivered
37531,Standard,31,delivered
37532,Standard,17,delivered
37533,Standard,36,delivered
37534,Standard,14,delivered
37535,Standard,29,delivered
37536,Standard,21,delivered
37537,Standard,19,delivered
37538,Standard,22,delivered
37539,Express,16,delivered
37540,Standard,33,delivered
37541,Standard,26,delivered
37542,Standard,26,delivered
37543,Express,38,delivered
37544,Standard,19,delivered
37545,Standard,25,delivered
37546,Standard,26,delivered
37547,Standard,29,delivered
37548,Standard,22,delivered
37549,Standard,40,delivered
37550,Standard,24,delivered
37551,Standard,19,delivered
37552,Standard,17,delivered
37553,Standard,29,delivered
37554,Standard,17,delivered
37555,Standard,27,delivered
37556,Standard,24,delivered
37557,Standard,33,delivered
37558,Standard,30,delivered
37559,Standard,24,delivered
37560,Standard,24,delivered
37561,Standard,13,delivered
37562,Standard,15,delivered
37563,Standard,61,delivered
37564,Standard,26,delivered
37565,Standard,11,delivered
37566,Standard,31,delivered
37567,Standard,26,delivered
37568,Standard,28,delivered
37569,Standard,12,delivered
37570,Standard,25,delivered
37571,Standard,22,delivered
37572,Standard,16,delivered
37573,Standard,26,delivered
37574,Standard,23,delivered
37575,Standard,24,delivered
37576,Standard,16,delivered
37577,Standard,11,delivered
37578,Standard,34,delivered
37579,Standard,13,delivered
37580,Standard,17,delivered
37581,Express,22,delivered
37582,Standard,9,unavailable
37583,Standard,34,delivered
37584,Standard,20,delivered
37585,Standard,19,delivered
37586,Standard,22,delivered
37587,Standard,24,delivered
37588,Standard,7,delivered
37589,Standard,13,delivered
37590,Standard,19,delivered
37591,Standard,17,delivered
37592,Standard,27,delivered
37593,Standard,27,delivered
37594,Standard,10,delivered
37595,Standard,20,delivered
37596,Standard,11,delivered
37597,Standard,26,delivered
37598,Standard,34,delivered
37599,Standard,21,delivered
37600,Standard,17,delivered
37601,Standard,19,delivered
37602,Standard,20,delivered
37603,Standard,25,delivered
37604,Standard,23,delivered
37605,Standard,14,delivered
37606,Standard,23,delivered
37607,Standard,22,delivered
37608,Standard,10,delivered
37609,Standard,8,delivered
37610,Standard,24,delivered
37611,Standard,21,delivered
37612,Standard,22,delivered
37613,Standard,21,delivered
37614,Standard,21,delivered
37615,Standard,20,delivered
37616,Standard,39,delivered
37617,Standard,33,delivered
37618,Standard,30,delivered
37619,Standard,22,delivered
37620,Standard,13,delivered
37621,Standard,26,delivered
37622,Standard,17,delivered
37623,Standard,22,delivered
37624,Standard,34,delivered
37625,Standard,19,delivered
37626,Standard,20,delivered
37627,Standard,9,delivered
37628,Standard,24,delivered
37629,Standard,11,delivered
37630,Standard,26,delivered
37631,Standard,31,delivered
37632,Standard,37,delivered
37633,Standard,15,delivered
37634,Standard,19,delivered
37635,Standard,21,delivered
37636,Standard,18,delivered
37637,Express,18,delivered
37638,Standard,11,delivered
37639,Standard,32,delivered
37640,Standard,13,delivered
37641,Standard,20,delivered
37642,Standard,21,delivered
37643,Express,22,delivered
37644,Standard,21,delivered
37645,Standard,19,delivered
37646,Standard,25,delivered
37647,Express,30,delivered
37648,Standard,15,delivered
37649,Standard,23,delivered
37650,Standard,37,delivered
37651,Standard,18,delivered
37652,Standard,15,delivered
37653,Standard,4,delivered
37654,Standard,3,invoiced
37655,Standard,26,delivered
37656,Standard,19,delivered
37657,Express,20,delivered
37658,Standard,21,delivered
37659,Express,10,delivered
37660,Standard,12,delivered
37661,Standard,21,delivered
37662,Standard,29,delivered
37663,Express,29,delivered
37664,Standard,32,delivered
37665,Standard,46,delivered
37666,Standard,30,delivered
37667,Standard,20,delivered
37668,Standard,13,delivered
37669,Standard,20,delivered
37670,Standard,14,canceled
37671,Standard,21,delivered
37672,Standard,33,delivered
37673,Standard,30,delivered
37674,Standard,22,delivered
37675,Standard,21,delivered
37676,Standard,13,canceled
37677,Standard,20,delivered
37678,Standard,13,delivered
37679,Standard,28,delivered
37680,Standard,22,delivered
37681,Express,27,delivered
37682,Standard,18,delivered
37683,Standard,41,delivered
37684,Standard,28,delivered
37685,Standard,22,delivered
37686,Standard,22,delivered
37687,Standard,34,delivered
37688,Standard,17,delivered
37689,Standard,37,delivered
37690,Standard,24,delivered
37691,Standard,21,delivered
37692,Standard,12,delivered
37693,Standard,29,delivered
37694,Standard,15,delivered
37695,Standard,19,delivered
37696,Express,22,delivered
37697,Standard,17,delivered
37698,Standard,28,delivered
37699,Standard,23,canceled
37700,Standard,15,delivered
37701,Standard,28,delivered
37702,Standard,32,delivered
37703,Standard,17,delivered
37704,Standard,28,delivered
37705,Standard,15,delivered
37706,Standard,29,delivered
37707,Standard,18,delivered
37708,Standard,31,delivered
37709,Standard,24,delivered
37710,Standard,78,delivered
37711,Standard,32,delivered
37712,Standard,28,delivered
37713,Standard,25,delivered
37714,Standard,11,delivered
37715,Standard,24,delivered
37716,Standard,41,delivered
37717,Standard,26,delivered
37718,Standard,26,delivered
37719,Standard,17,delivered
37720,Standard,23,delivered
37721,Standard,67,delivered
37722,Standard,20,delivered
37723,Standard,16,delivered
37724,Standard,15,delivered
37725,Standard,23,delivered
37726,Standard,25,delivered
37727,Express,25,delivered
37728,Standard,37,delivered
37729,Standard,45,delivered
37730,Standard,32,delivered
37731,Standard,17,delivered
37732,Standard,24,delivered
37733,Standard,13,delivered
37734,Standard,26,delivered
37735,Standard,22,delivered
37736,Standard,25,delivered
37737,Standard,26,delivered
37738,Standard,27,delivered
37739,Standard,24,delivered
37740,Standard,15,delivered
37741,Standard,23,delivered
37742,Standard,33,delivered
37743,Standard,19,delivered
37744,Standard,3,delivered
37745,Standard,7,delivered
37746,Standard,28,delivered
37747,Standard,26,delivered
37748,Standard,20,delivered
37749,Standard,33,delivered
37750,Standard,25,delivered
37751,Standard,41,delivered
37752,Standard,17,delivered
37753,Standard,18,delivered
37754,Standard,12,delivered
37755,Standard,21,delivered
37756,Standard,27,delivered
37757,Standard,27,delivered
37758,Standard,18,delivered
37759,Standard,21,delivered
37760,Standard,41,delivered
37761,Standard,30,delivered
37762,Standard,9,delivered
37763,Standard,19,delivered
37764,Standard,39,delivered
37765,Standard,43,delivered
37766,Standard,15,delivered
37767,Standard,14,canceled
37768,Standard,29,delivered
37769,Standard,16,delivered
37770,Standard,20,delivered
37771,Standard,18,delivered
37772,Standard,19,delivered
37773,Standard,41,delivered
37774,Standard,33,delivered
37775,Standard,39,delivered
37776,Standard,41,delivered
37777,Standard,19,delivered
37778,Standard,12,delivered
37779,Standard,22,delivered
37780,Standard,55,delivered
37781,Standard,27,delivered
37782,Standard,30,unavailable
37783,Standard,10,delivered
37784,Standard,25,delivered
37785,Standard,22,delivered
37786,Standard,19,delivered
37787,Standard,19,delivered
37788,Standard,17,delivered
37789,Standard,25,delivered
37790,Standard,31,delivered
37791,Standard,12,delivered
37792,Express,16,delivered
37793,Standard,23,delivered
37794,Standard,14,delivered
37795,Standard,9,delivered
37796,Standard,18,delivered
37797,Standard,22,delivered
37798,Standard,28,delivered
37799,Standard,46,delivered
37800,Standard,24,delivered
37801,Standard,30,delivered
37802,Standard,9,delivered
37803,Standard,23,delivered
37804,Standard,14,delivered
37805,Standard,30,delivered
37806,Standard,45,delivered
37807,Standard,22,delivered
37808,Standard,21,delivered
37809,Standard,43,delivered
37810,Standard,28,delivered
37811,Standard,12,delivered
37812,Standard,32,delivered
37813,Standard,15,delivered
37814,Standard,19,delivered
37815,Standard,28,delivered
37816,Standard,12,delivered
37817,Standard,12,delivered
37818,Standard,21,delivered
